_timestamp,loss_interior,step,_runtime,time,l2_error,loss_boundary,loss,_step
1723046406.1382966,0.001263529274069383,1539,713.8558115959167,713.2463796138763,0.056047698499774555,0.0021506005341468465,0.0034141298082162293,79
1723046477.141217,0.001110936556799221,1693,784.8587319850922,784.249359369278,0.05132008524876312,0.001991447816038919,0.0031023843728381403,80
1723046555.6026967,0.001179633936966425,1863,863.320211648941,862.7108829021454,0.05054309145725343,0.00194164257141339,0.003121276508379815,81
1723046641.6980793,0.0010456297143515406,2049,949.4155943393707,948.8062582015991,0.04461526721612171,0.0017568372631275085,0.002802466977479049,82
1723046736.435936,0.0009847413731191605,2254,1044.1534509658813,1043.544231891632,0.04263536166635578,0.0013858883213958733,0.002370629694515034,83
1723046840.1787586,0.0008557519783955846,2479,1147.896273612976,1147.2869338989258,0.03950093769203365,0.0012809143853437833,0.002136666363739368,84
1723046954.761138,0.0007876614841842645,2727,1262.4786529541016,1261.8690490722656,0.035622101853669895,0.0012455092904676602,0.0020331707746519246,85
1723047080.5827498,0.0007020892564984464,3000,1388.3002648353577,1387.6910927295685,0.035294667040903366,0.000978378249465112,0.0016804675059635585,86
1723047218.6030498,0.000662692868258203,3299,1526.3205647468567,1525.710940361023,0.03357939621891972,0.0010556912821564552,0.001718384150414658,87
1723047370.7794268,0.0005908674944238771,3629,1678.4969418048859,1677.8876056671143,0.03303153318821437,0.0009080442500762823,0.0014989117445001593,88
1723047538.7374716,0.0005712501711580708,3992,1846.4549865722656,1845.8456645011902,0.029490630190816734,0.0006419669995643634,0.0012132171707224342,89
1723047722.8357368,0.0005124439664180168,4391,2030.5532517433167,2029.9439244270325,0.028322953601965205,0.0007049312976584666,0.0012173752640764835,90
1723047926.1182408,0.00045030677994002455,4831,2233.8357558250427,2233.226418018341,0.027898894050877154,0.0007093576808132216,0.0011596644607532462,91
1723048148.9455788,0.0003940100401822912,5314,2456.663093805313,2456.0537230968475,0.026497395511367778,0.0006581677619932277,0.0010521778021755188,92
1723048394.0043068,0.0004004154955947987,5845,2701.721821784973,2701.1124737262726,0.024976706369601264,0.0005612787754356854,0.0009616942710304841,93
1723048663.500798,0.00032762093975033174,6429,2971.2183129787445,2970.6077909469604,0.024790649065080262,0.0005706853229067952,0.0008983062626571269,94
1723048693.147293,0.00031040816536578994,6494,3000.8648080825806,3000.255577325821,0.02494048018469954,0.0006763687637842418,0.0009867769291500316,95
