loss_boundary,time,_step,_runtime,_timestamp,l2_error,loss_interior,loss,step
1.7635363622029914e-06,1325.301555633545,121,1326.7606732845306,1723046978.1583292,0.0015201514358039081,2.1451003938416645e-06,3.908636756044656e-06,84281
7.263254419106007e-06,1457.6602432727814,122,1459.1195194721222,1723047110.5171754,0.0043572939018622124,8.91155498702626e-06,1.617480940613227e-05,92710
1.9039057643721474e-06,1606.222540140152,123,1607.6819834709167,1723047259.0796394,0.0014904940272321956,8.673705033806616e-06,1.0577610798178764e-05,101980
7.127184729920687e-07,1769.1101496219635,124,1770.5697119235992,1723047421.967368,0.0008606966163757751,1.783253209569137e-06,2.495971682561206e-06,112178
9.381989241097383e-07,1948.4268634319305,125,1949.8860275745392,1723047601.2836835,0.0007838642661945139,1.4490772580191437e-06,2.387276182128882e-06,123396
1.2345472063507633e-06,2146.063630104065,126,2147.523123025894,1723047798.920779,0.0013470748003166935,2.3718715734062643e-06,3.6064187797570276e-06,135736
1.0057519049478966e-06,2363.6285536289215,127,2365.0881078243256,1723048016.4857638,0.0020249783157542467,4.718421579555507e-06,5.724173484503404e-06,149309
5.902714001379548e-07,2602.841792821884,128,2604.3014121055603,1723048255.699068,0.0006278532120364454,4.365686108883449e-06,4.955957509021404e-06,164240
3.7589490149423193e-06,2865.587605237961,129,2867.047013759613,1723048518.4446697,0.002222509130349834,1.6440770018744738e-06,5.403026016816793e-06,180664
2.6375055351804617e-06,3000.0136198997498,130,3001.473925590515,1723048652.8715816,0.0019135542277408993,1.1425224485129996e-06,3.7800279836934614e-06,189074
